caption,n_likes_1000,n_comments,event,fac,gpe,law,loc,money,norp,org,person,product,work_of_art,personal_quote,quote
"The advantage of speed, on fire. The Nike Tennis Flame Pack Collection featuring the Nike Zoom Vapor 9 Tour, Nike Air Max Courtballistic 4.3 and Nike Zoom Breathe 2K12. Available at Nike.com. #nike #tennis",22k,351,0,0,0,0,0,0,0,2,0,1,0,0,0
Sundays are for salsa dancing. #fastisfaster #nike #nfl,34k,638,0,0,0,0,0,0,0,0,0,0,0,0,0
Salute to Service. Look out for these @usnikefootball gloves on the field today. #nfl #nike #fastisfaster,33k,294,0,0,0,0,0,1,0,2,0,0,0,0,0
Friday night. Playoffs. Play fast or go home. #fastisfaster,31k,352,0,0,0,0,0,0,0,0,0,0,0,0,0
Champions win anywhere. Silence the crowd. Heres what @kingjames is rocking on the road this season. The LeBron X+ Pressure. Gear up. #nike #LeBronX #nikeplus,29k,454,0,0,0,0,0,1,0,1,0,0,0,0,0
#fuelcheck: How much #nikefuel did you rack up today? Share and compare. #nike #nikeplus,18k,278,0,0,0,0,0,2,0,0,0,0,0,0,0
Rock Ice. Fuel up. The Nike+ FuelBand: Available now at Nike.com in Black Ice and White Ice. #nike #fuelband #nikefuel #nikeplus,29k,440,1,0,0,0,0,3,0,3,0,0,0,0,0
"After reaching the summit, LeBron James is laced up and ready for another run. @kingjames #nike #LeBronX",34k,638,0,0,1,0,0,0,0,0,1,0,0,0,0
"As the banner is raised in South Beach, one message says it all. @kingjames #nike #LeBronX",16k,91,0,0,2,0,0,0,0,0,0,0,0,0,0
Raise awareness. Raise your game. #BCA @usnikefootball,40k,481,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fast is faster. From one marathon to another, the NFL season is just heating up. Big game to finish off a big weekend in S.F. @usnikefootball @49ers #nfl",21k,452,0,0,1,0,0,0,0,1,0,0,0,0,0
Goal met. Tiffany &amp; Co. finishers necklace earned. This Nike Womens Marathon was one for the books. #runnwm #nike #running #marathon #nikeplus #nikefuel,33k,540,0,0,0,0,0,2,0,1,0,0,0,0,0
"Ladies feast your eyes on this years NWM Tiffany finisher necklace. You earned it, now rock it. #runnwm #nike #running #marathon #nikeplus",21k,369,0,0,0,0,0,2,0,1,0,0,0,0,0
"The cheers get louder as the NWM racers get closer. With the Nike+ SportWatch GPS, she knows its time for the home stretch. #runnwm #nike #running #marathon #nikeplus",9k,49,0,0,0,0,0,2,0,2,0,0,0,0,0
This race isnt just about running. The NWM runners cruise past the halfway point with smiles on their faces. #runnwm #nike #running #marathon #nikeplus,12k,81,0,0,0,0,0,2,0,1,0,0,0,0,0
Need a new sports bra? This race has you covered just past mile 6.5 at the NWM Bra Exchange. #runnwm #nike #running #marathon #nikeplus,12k,134,0,0,0,0,0,2,0,1,0,0,0,0,0
Up the hill and into the fog. The NWM racers continue to push themselves towards the finish line. #runnwm #nike #running #marathon #nikeplus,19k,200,0,0,0,0,0,2,0,1,0,0,0,0,0
Nothing like a live choir singing you through mile one. Welcome to the Nike Womens Marathon. #runnwm #nike #running #marathon #nikeplus,16k,106,0,0,0,0,0,2,0,0,0,0,0,0,0
"25,000 of us have poured in from all over the world into one city, for one weekend, for one cause. On this day, we run together. On this day, we #runnwm. #nike #running #marathon #nikeplus",22k,205,0,0,0,0,0,1,0,1,0,0,0,0,0
"Race day tomorrow in San Francisco. Heres what were going with. Whats your marathon gear look like? Shoot it, tag it, share it. #gearup #runnwm",28k,275,0,0,1,0,0,0,0,1,0,0,0,0,0
"The Nike Dunk Sky Hi. Rising up over San Francisco, specially designed for the women tearing up the streets below. #nike #marathon #runnwm",28k,705,0,0,1,0,0,0,0,0,0,0,0,0,0
Coast to coast. Bridge to bridge. The NYC @bridgerunners crew rolls deep. Meet the crew that is about to conquer the Nike Womens Marathon. @jessiezapo @robinnyc @shesherun @aphotochick @ceejjoe @transtephanie and Jen. 26.2 better watch out. #runnwm,14k,114,0,0,0,0,0,0,0,1,2,0,0,0,0
San Francisco’s Union Square will be at the center of the action for Nike Women’s Marathon weekend. The Expotique is set up and ready to prepare and pamper all race runners. Explore the world of Nike+. Learn the best way to warm up and cool down on Sunday. And let personal stylists and trainers help pick out the perfect raceday gear. Like these special edition NWM Nike LunarGlide+ 4. A colorway to covet. Only available here. #nike #running #marathon #nike #runnwm,34k,571,0,1,1,0,0,0,0,4,0,0,0,0,0
"25,000 strong, the Nike Womens Marathon is getting ready to run San Francisco. Benefiting the Leukemia and Lymphoma Society, the largest womens marathon in the world runs forward to give back. Follow along all weekend as we take you through this special race and all it has to offer. 9 years in, theres always more to do and further to run. #nike #running #marathon #runnwm",18k,167,0,0,1,0,0,1,0,0,0,0,0,0,0
"Durable Water Repellent fabric. Convertible jackets. Detachable sleeves. Laser-cut ventilation. Anatomic seaming. Strategically placed drawstrings, elastic binding, and thumb holes —those are just a few design details of the Nike x Undercover Gyakosou collection. Adapt your gear to your stride and the every-changing winter weather. Available starting October 13. #Nike #Running #Gyakusou",19k,163,0,0,0,0,0,0,0,3,1,0,0,0,0
"“To have something that I have created reflected against such an environment as this connects deeply with me.” -Jun Takahashi, Undercover Creative Director, on the new Gyakusou Collection. #Nike #Running #Gyakusou",9k,31,0,0,0,0,0,0,0,2,1,0,0,0,0
"“I picked the traditional or natural colors of Japan, like those you can find in Kyoto, not intentionally but it happened naturally.” -Jun
Takahashi, Undercover Creative Director, on the new Gyakusou Collection. #Nike #Running #Gyakusou",9k,65,0,0,2,0,0,0,0,2,2,0,0,1,0
"Nike and Undercover Lab return October 13 with a new Gyakusou running collection for men and women. Gyakusou literally means “running in reverse,” but with every step you get closer to the truth of why you train. #Nike #Running #Gyakusou",11k,74,0,0,0,0,0,0,0,3,3,0,0,0,0
"In Nagano Japan, runners climb the mountains in search of a new beginning. &quot;Omoide no Oka,&quot; The Memorable Hill, beckons the rebirth of these autumn monks, the Gyakusou International Running Association. Near Tagokushi Shrine, land of giant trees where Ninjas once trained,
a backdrop of natural history inspires the fifth Nike x Undercover Gyakusou Collection. Silent cedar trees hold the history of Japans culture in their rings, standing with time against the elements. Their strength and resilience. Your body and mind. Sweat for it. #Nike #Running #Gyakusou",15k,147,0,0,0,0,0,0,1,5,4,0,0,0,0
"Time to lace up in Chicago. No time for second thoughts. Instead, think about shaving seconds off your time today. #nike #running #marathon",38k,620,0,0,1,0,0,1,0,0,0,0,0,0,0
Hyperfuse. Flywire. Full-length Nike Zoom Air. Unbreakable. Lightweight Explosiveness. Cover every facet of the game. The Nike LeBron X+ Blue Diamond is now available at nike.com. @KingJames #nike #basketball,29k,389,0,0,0,0,0,1,0,3,1,0,0,0,0
"After months of training, its down to the final week. Sunday in Chicago, its 26.2 or bust. #nike #running #marathon",16k,136,0,0,1,0,0,1,0,0,0,0,0,0,0
Last week to prepare for Chicago. Taper the distance. Prepare the body. Focus your mind. #nike #running #marathon,13k,80,0,0,1,0,0,0,0,0,0,0,0,0,0
The Nike LunarGlide+ 4 Chicago edition for women. Show your city pride on Sunday. #nike #running #marathon,31k,634,0,0,1,0,0,1,0,1,0,0,0,0,0
The Nike LunarGlide+ 4 Chicago edition for men. No one runs a marathon alone. Whos going to take on the windy city Sunday? #nike #running #marathon,27k,438,0,0,1,0,0,0,0,1,0,0,0,0,0
The Nike LunarGlide+ 4 Chicago edition. Built to go the distance. Designed in collaboration with the windy citys own Cody Hudson. Available at select Chicago locations. #nike #running #marathon,23k,241,0,0,2,0,0,0,0,1,1,0,0,0,0
"The Nike LeBron X+ Gold Medal. The first to hit the hardwood, on sports biggest stage, it arrived like icing on the championship cake of summer. Unbreakable. Lightweight Explosiveness. Available tomorrow. #nike #basketball @kingjames",31k,469,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bo Knows Nike Chicago. He opened the store 20 years ago. To get back in, you need to go through him. Lucky for you, hes sharing some of his favorite spots. #NikeChicago",9k,75,0,0,1,0,0,0,0,1,0,0,0,0,0
Who knows Nike Chicago?,16k,343,0,0,0,0,0,0,0,1,0,0,0,0,0
A decade of collaboration. A new incarnation. Nike+ Basketball enabled. Unbreakable. Lightweight explosiveness. The Nike LeBron X+.,36k,700,0,0,0,0,0,0,0,1,2,0,0,0,0
Lighter. Ultra responsive. Breathable. Mile after mile. The Nike Air Pegasus+.,27k,416,0,0,0,0,0,0,0,0,1,0,0,0,0
The legend that still flies. Meet the reinvented Nike Air Pegasus+.,21k,292,0,0,0,0,0,0,0,1,0,0,0,0,0
Unstoppable. Untouchable. @serenawilliams #nike #tennis,24k,511,0,0,0,0,0,0,0,0,0,0,0,0,0
Life is a sport at @MFNW. And dancing counts. #fuelcheck #mfnw,13k,126,0,0,0,0,0,1,0,1,0,0,0,0,0
Life is a sport when @FlyingLotus takes us on a journey at @MusicfestNW. #nikemfnw,11k,37,0,0,1,0,0,0,1,0,0,0,0,0,0
#fuelcheck Our nights just getting started with @jacquesgreene and @nosajthing at @MusicfestNW. How much NikeFuel have you earned? #nikemfnw,12k,120,0,0,0,0,0,0,0,0,1,0,0,0,0
Up close and personal with #fastisfaster by @usnikefootball. #regram,53k,910,0,0,0,0,0,0,0,1,0,0,0,0,0
Fast knows green and yellow with a touch of chrome. Making moves in the Vapor Talon Elite by @usnikefootball #fastisfaster,36k,448,0,0,0,0,0,0,0,1,0,0,0,0,0
The home of speed. Fly faster with the Ducks in Autzen. #fastisfaster,23k,246,0,0,1,0,0,0,0,1,0,0,0,0,0
"Meet your new personal trainer, the Nike LunarTR1+. Track your workouts anytime anywhere. Measure how hard, fast and often you train, getting real-time data on your iPhone.",14k,163,0,0,0,0,0,0,0,1,0,0,0,0,0
"Meet your new basketball coach, the Nike Hyperdunk+. Track your game, measure your stats and get real-time data on your iPhone. Raise your game. Change the game. #nikeplus",20k,251,0,0,0,0,0,1,0,1,0,0,0,0,0
"@KingJames gave out hundreds of high fives and handshakes, and this one special hug. &quot;Greatness is defined by how much you want to put into what you do,&quot; @KingJames told the crowd in Beijing. &quot;Greatness comes with victory, [but] it also comes with being able to come back from adversity.&quot;",16k,191,0,0,1,0,0,0,0,0,1,0,0,0,0
"@KingJames also touched down in China in preparation for the Festival of Sport 2.0 in Shanghai, a four-day event that gives young kids the opportunity to play a world of sports alongside world-class athletes.",14k,151,1,0,2,0,0,0,0,0,0,0,0,0,0
"On his seventh tour of China, Kobe stopped in Jinan, Wuhan and Guangzhou to host training clinics and share some wisdom: greatness is accomplished when you work hard every day. #KobeSystem",13k,92,0,0,5,0,0,0,0,1,0,0,0,0,0
"Thousands come out when #KobeSystem goes to China. Ambition never ends, greatness never stops. Youre welcome.",11k,201,0,0,1,0,0,0,0,1,0,0,0,0,0
But winning is a reward only you can give yourself. Check out @nikefootball for the inside look on all the daily action. See who takes #TheChance. #football #soccer #nike,11k,136,0,0,0,0,0,1,0,0,0,0,0,0,0
@nikefootball rewards #TheChance global finalists with training insights from Barcelonas best. #Iniesta #FCB #football #soccer #nike,12k,146,0,0,1,0,0,1,0,2,0,0,0,0,0
"The Chance: Theres only so many opportunities. When one arrives, take it. After a global search, pro scouts narrowed a field of thousands of footballers down to the best 100, who now converge on FC Barcelonas training ground to see who will take #TheChance. @nikefootball  #football #soccer #nike",12k,123,0,0,0,0,0,0,0,1,1,0,0,0,0
5333 NikeFuel on 8.12. A personal best on a day spent chasing global records. #nikeplus,12k,175,0,0,0,0,0,1,0,0,0,0,0,0,0
A little competition never hurt. Chicagos top NikeFuel earners came to the Nike+ FuelHouse to compete to be crowned Chicagos best on 8.12. #nikeplus,11k,110,0,0,1,0,0,1,0,1,0,0,0,0,0
Chicago flies high at the Nike+ FuelHouse. 8.12 was a day to put up big numbers with the Nike Hyperdunk+. Does your vertical measure up? #nikeplus,8k,74,0,0,1,0,0,1,0,2,0,0,0,0,0
Berlin helps the world reach for the NikeFuel record in the Friedrichshain district. The Club der Töchter made every move count on 8.12. #nikeplus,8k,84,0,0,1,0,0,1,0,0,0,1,0,0,0
Know where youve been. Determine where you want to go. The Nike+ Running app maps your route in real time. Berlins Club der Töchter ran a route to fit their Lipstickgirl logo. #nikeplus,14k,172,0,0,0,0,0,1,0,1,1,0,0,0,0
"Plan. Execute. Find your greatness. The 100-strong Club der Töchter spread out across Berlin to do their part last Sunday, earning 250,750 NikeFuel toward the 8.12 milestone. #nikeplus",11k,91,0,0,1,0,0,1,0,0,0,1,0,0,0
"Remember this moment. With a full-length Nike Zoom unit, dynamic Flywire, Hyperfuse construction and Nike+ Basketball integration, the Lebron X takes technology to new heights.",26k,377,0,0,1,0,0,0,0,4,0,0,0,0,0
"Dont forget to take care of yourself today. Relax, refresh, rehydrate, then get back on the chase. #findgreatness",17k,157,0,0,0,0,0,0,0,0,0,0,0,0,0
Its never too early to get after it. #rundemcrew takes us through the streets of London to start our day on the road to green. #findgreatness,19k,202,0,0,1,0,0,0,0,0,0,0,0,0,0
Earning NikeFuel and style points. Chris Jones with a backside lipslide at Southbank. #findgreatness #nikeplus,14k,215,0,0,0,0,0,1,0,1,2,0,0,0,0
"Set up with Nike+ FuelBands, we challenged two of Londons Nike SB team riders, Chris Jones and Neil Smith, to see if they could earn 3000 NikeFuel during a 4-hour tour of the citys most famous skate spots. They start off with a game of S-K-A-T-E at Southbank. #gameonworld #nikeplus",11k,104,0,0,0,0,0,1,0,3,2,0,0,0,0
This crew doesnt just run. They are in a relentless pursuit to #findgreatness. Think you can #keepup? Prove it. 8.12 is right around the corner.,11k,95,0,0,0,0,0,0,0,0,0,0,0,0,0
"#Run75Crew is out in full force blanketing the streets of Paris. You know this crew is going big on Sunday. Question is, are you? Join them and make your pledge to turn the world green on 8.12. #findgreatness",10k,84,0,0,1,0,0,0,0,0,0,0,0,0,0
We came across Playground Basket Glaciere in Paris. Pulled out our Nike Hyperdunk+ and earned another 623 NikeFuel. Running up next. Can you #keepup? #fuelcheck,16k,144,0,0,1,0,0,0,0,2,0,1,0,0,0
Were in Paris and ready to put these Volt Flyknits to work on our way to 8.12.  How are you preparing to #findgreatness?,29k,534,0,0,1,0,0,0,0,0,0,0,0,0,0
"As the sun sets in Berlin we set out for a 10K run with the #Graviteam through the streets of Berlin Mitte &amp;  Prenzlauer Berg. On August 12, the crew isnt just running, theyre adding swimming and biking into the mix too.  Think you can #keepup? #findgreatness",17k,435,0,0,1,0,0,0,0,1,0,0,0,0,0
Quick stop at Monbijou Park to play some hoops. 853 NikeFuel earned in Track My Game mode and now its off to Stadium Berlin to run with The Graviteam. Better #keepup. #findgreatness #gameonworld,15k,128,0,1,1,0,1,1,0,0,0,0,1,0,0
"We brought Larry Fitzgerald to the Brandenburg Gate in Berlin. Well, his Nike+ Training pack anyway. 325 more NikeFuel. Now its time for some hoops. Can you #keepup? #nikeplus #gameonworld",16k,174,0,1,1,0,0,1,0,0,1,1,0,0,0
"Only the essentials for our trip in Berlin. First up, Nike+ Training with the Nike Lunar TR1+. Only four days till 8.12. Time to #findgreatness. #nikeplus #gameonworld",19k,120,0,0,1,0,0,1,0,1,0,0,0,0,0
Have you found it yet? #findgreatness #nikeplus,16k,191,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tonight we learned theres teamwork in running, theres a style to hitting the pavement. Great night connecting with Run Dem Crew. #nikeplus #running",11k,103,0,0,0,0,0,1,0,1,0,0,0,0,0
Meet @RobinNYC. Shes an ultra marathoner and logs at least 50 miles a week. Train like Robin. #findgreatness #running,10k,78,0,0,0,0,0,1,0,0,2,0,0,0,0
"Run Dem Crew founder @daddydark rallys the troops @1948London. Whether you are fast or slow, theres always a group to get down with. 150 strong and growing. Blanketing the streets of the UK. #running",6k,16,0,0,1,0,0,0,1,0,0,0,0,0,0
20 minutes of balling earned us 449 NikeFuel. #fuelcheck #gameonworld #nikeplus,10k,81,0,0,0,0,0,2,0,0,0,1,0,0,0
10 explosive minutes from @ShawnJohnsons Nike+ Training &quot;Perfect 10&quot; Drill Pack. #nikeplus,13k,125,0,0,0,0,0,1,0,1,1,0,0,0,0
We crashed a NTC class with @ShawnJohnson at the Nike+ FuelStation at Clapham Common.,9k,48,0,0,0,0,0,0,0,2,1,0,0,0,0
Greatness shines at the Nike+ House of Innovation at Selfridges. The Nike Reflective Windrunner.,11k,88,0,0,0,0,0,0,0,1,0,0,0,0,0
